id	type	readings
l-139_3	morsynt	dist (PBS)| dit (ACR)
l-139_4	morsynt	ert (BRSPA)| est (C)
l-139_5	graph	iert (PA)| ert (BRS)
l-139_6	graph	malvais (PB)| malves (A)| mauves (CS)| malveis (R)
l-139_7	graph	u (PB)| ou (ACR)| o (S)
l-140_1	semlex:minor:gramm	el (PABCR)| en (S)
l-140_2	graph	suen (PACR)| soen (B)| sen (S)
l-141_2	graph	voles (BP)| volez (CRS)
l-141_3	graph	faire (BPRS)| feire (A)| fere (C)
l-141_5	graph	buen (PAR)| boen (BC)| bon (S)
l-142_1	graph	cou (P)| ce (ABCRS)
l-142_2	morsynt	que (PAC)| dont (BRS)
l-142_3	graph	je (PACRS)| jo (B)
l-143_1	semlex:minor:gramm	Dont (PBSCR)| Or (A)
l-143_2	graph	Dont (PBS)| Donc (CR)
l-143_3	graph	dones (PB)| donez (ACRS)
l-143_4	graph	et (PABCR)| e (S)
l-143_5	semlex:major	vair (ABCPR)| verz (S)
l-143_6	graph	vair (PBR)| veir (A)| ver (C)
l-143_7	graph	et (PABCR)| e (S)
l-144_1	graph	Et (PABCR)| E (S)
l-144_2	graph	bons (PBRS)| boens (AC)
l-144_3	graph	chevaus (P)| chevax (A)| cevax (B)| chevaux (C)| chivas (R)| chevauz (S)
l-145_1	semlex:minor:gramm	Car (PABCR)| Que (S)
l-145_2	graph	Car (PABC)| Kar (R)
l-145_3	graph	ancois (PBS)| eincois (A)| aincois (CR)
l-145_5	morsynt	chevaliers (ACP)| chevalier (BSR)
l-145_6	graph	chivalier (R)| chevalier (BS)
l-146_1	graph	Volrai (P)| voldrai (AR)| vaudrai (B)| voudrai (CS)
l-146_2	graph	Artu (PACRB)| artuc (S)
l-147_2	semlex:minor:gramm	pas encor (ACRSP)| mie (B)
l-147_3	flex	encors (P)| encor (ACS)| encore (R)
l-147_4	graph	ancor (A)| encor (CS)
l-147_5	semlex:minor:gramm	si (ABCRS)| li (P)
l-148_1	semlex:minor:gramm	je (PACRS)| or (B)
l-148_2	graph	peüsse (PB)| poisse (AC)| puisse (RS)
l-148_3	graph	armes (PABCR)| armez (S)
l-149_1	semlex:minor:gramm	ne (PABCS)| nel (R)
l-149_2	semlex:minor:gramm	me (BCPR)| m' en (AS)
l-149_3	graph	en (S)| an (A)
l-149_4	semlex:major	enorter (BCPR)| retorner (A)| enorer (S)
l-150_2	semlex:major	proiere (ACR)| prometre (P)| parole (B)
l-150_3	graph	proiere (AR)| priere (C)
l-150_4	semlex:minor:gramm	par (ABCR)| por (P)
l-150_5	graph	losange (PABR)| losenge (C)
l-151_1	semlex:minor:gramm	n (PACRS)| m (B)
l-153_1	graph	Veïr (PS)| Veoir (ABCR)
l-153_2	morsynt	le (ABCR)| les (PS)
l-153_3	morsynt	roi (ABCR)| rois (PS)
l-153_4	semlex:minor:gramm	les (PBCRS)| ses (A)
l-153_5	semlex:major	barons (PABCR)| borjois (S)
l-154_1	graph	cui (PACRS)| coi (B)
l-154_2	graph	cui (PAC)| qui (RS)
l-154_5	graph	grans (PB)| granz (ACS)| grant (R)
l-155_1	graph	cortoisie (PBCRS)| corteisie (A)
l-155_2	semlex:major	proesce (ACRSP)| largece (B)
l-155_3	graph	proëce (P)| proesce (ACRS)
l-156_1	graph	Maint (PABRS)| Meint (C)
l-156_2	graph	haut (PABCS)| hault (R)
l-156_3	semlex:minor:gramm	par (PABCR)| por (S)
l-156_4	semlex:major	peresce (ACRP)| perise (S)
l-156_5	graph	perece (P)| peresce (ACR)| proece (B)
l-157_1	graph	grant (PABCR)| granz (S)
l-157_2	flex	que (BCPS)| qu' (RA)
l-157_4	graph	porroient (PACRS)| poroient (B)
l-158_2	graph	se (PBC)| se (A)| si (RS)
l-158_3	morsynt	le (PBCR)| lo (S)| la (A)
l-158_4	semlex:minor:semsim	monde (CRSPB)| terre (A)
l-158_5	flex	monde (CRS)| mont (PB)
l-158_6	semlex:minor:semsim	erroient (PBR)| cheminoient (A)| estoient (C)| aloient (S)
l-158_7	graph	erroient (PR)| esroient (B)
l-159_1	graph	ensamble (PBS)| ansanble (A)| ensemble (C)| ensanble (R)
l-160_1	morsynt	moi (PABCS)| me (R)
l-160_2	graph	moi (PABC)| moj (S)
l-160_3	graph	samble (PBR)| sanble (A)| semble (C)| sauble (S)
l-161_1	semlex:minor:gramm	Car (PABCR)| Que (S)
l-161_2	graph	Car (PABC)| Kar (R)
l-161_4	flex	rien (CPR)| riens (S)
l-161_6	graph	nule (ABCP)| nulle (S)
l-162_1	morsynt	Riches (PACSB)| Riche (R)
l-162_2	graph	Riches (PACS)| Rices (B)
l-162_3	flex	hom (PABCS)| home (R)
l-162_4	graph	tos (PB)| toz (ARS)| touz (C)
l-162_5	semlex:minor:semsim	jors (B)| jorz (ACRS)| tans (P)
l-163_2	graph	Proece (PB)| Proesce (CRS)
l-163_3	semlex:minor:gramm	a (BCPS)| al (R)
l-163_4	graph	malvais (BP)| mauves (CS)| malveis (R)
l-164_2	graph	Et (PBCR)| E (S)
l-164_3	semlex:minor:gramm	as (BP)| au (CR)| a (S)
l-164_4	graph	au (C)| al (R)
l-164_5	semlex:major	preuz (BCPR)| prenz (S)
l-164_6	graph	preus (P)| prous (B)| preuz (CR)
l-164_10	semlex:minor:constrmorph	malvaisties (PCR)| malvaisie (B)
l-164_11	graph	malvaisties (P)| mauvestiez (C)| mavestiez (R)
l-165_1	flex	Ensi (PAB)| Einsint (CS)| Issi (R)
l-166_1	graph	Et (PABCR)| E (S)
l-166_2	semlex:minor:gramm	cil (PACRS)| cist (B)
l-167_1	graph	tos (P)| toz (AR)| tous (B)| touz (C)| to (S)
l-167_2	graph	jors (PB)| jorz (ACR)| jor (S)
l-167_3	flex	l' (BPSA)| le (CR)
l-167_4	semlex:major	amasse (BPSA)| garde (CR)
l-167_5	graph	acroist (PABCR)| acroit (S)
l-168_1	morsynt	Biaus (BCPS)| Biau (AR)
l-168_2	graph	Biaus (PC)| Biax (B)| Biaux (S)
l-168_3	morsynt	peres (PS)| pere (ABCR)
l-168_4	flex	com (PABRS)| come (C)
l-168_5	semlex:major	loist (PABCR)| laist (S)
l-169_1	semlex:minor:constrmorph	aquerre (PBCRS)| conquerre (A)
l-169_2	flex	se (PABCS)| si (R)
l-169_3	graph	je (PACRS)| jo (B)
l-170_2	graph	Ge (R)| Je (S)
l-170_4	graph	voel (P)| vuel (A)| vool (B)| vueil (C)| voil (RS)
l-170_5	graph	metre (PABS)| mestre (C)| mettre (R)
l-170_6	graph	paine (PBR)| poinne (A)| poine (C)| peine (S)
l-171_1	flex	De (ACPRS)| D' (B)
l-171_2	flex	ceste (ACPRS)| iceste (B)
l-171_3	graph	cose (PBC)| chose (ARS)
l-171_5	semlex:major	sanz dotance (ABCRS)| toute voie (P)
l-171_6	graph	sans (B)| sanz (ACRS)
l-172_3	flex	l' (CRPAB)| li (S)
l-172_4	semlex:major	empereres (PCRAB)| peres (S)
l-172_5	flex	empereres (PCR)| emperere (AB)
l-172_8	morsynt	ot (A)| a (S)
l-173_2	graph	Joie (ACRB)| joye (S)
l-173_4	semlex:minor:gramm	de (ABC)| por (RS)
l-173_5	flex	que (ABCS)| qu' (R)
l-173_6	semlex:major	entent (BRSA)| atant (C)
l-173_7	graph	entent (BRS)| antant (A)
l-174_2	morsynt	ses (ABCS)| son (R)
l-174_3	morsynt	fils (ABCS)| fil (R)
l-174_4	graph	fils (B)| filz (A)| fiuz (C)| fiz (S)
l-174_5	semlex:major	proesce (ABCS)| honor (R)
l-174_6	graph	proëce (B)| proesce (ACS)
l-174_7	semlex:minor:constrmorph	entent (BCSA)| tent (R)
l-174_8	graph	entent (BCS)| antant (A)
l-175_1	graph	Et (ABCPR)| E (S)
l-176_1	semlex:minor:gramm	Por (BCPRS)| De (A)
l-176_2	graph	cou (P)| ce (ABCRS)
l-176_3	flex	se (ABCPS)| s' (R)
l-176_5	semlex:minor:constrmorph	depart (ABCP)| part (RS)
l-177_1	graph	Mais (CPB)| Mes (ARS)
l-177_3	flex	qu' (ABCPR)| que (S)
l-177_5	semlex:minor:gramm	en (AP)| li (BCS)
l-177_6	graph	li (BC)| ly (S)
l-178_1	semlex:minor:gramm	Quelque (ABCPR)| quel (S)
l-178_3	flex	qu' (ACPRS)| que (B)
l-178_4	semlex:major	en ait (ABCPR)| annet (S)
l-179_1	morsynt	covient (ACPRB)| covint (S)
l-179_2	graph	covient (ACPR)| convient (B)
l-179_3	graph	boin (P)| boen (AC)| bon (BS)| buen (R)
l-179_4	graph	consentir (BCPRS)| consantir (A)
l-180_1	flex	Qu' (ABCP)| que (SR)
l-180_2	graph	K' (P)| Qu' (ABC)
l-180_3	morsynt	empereres (ACRPS)| emperere (B)
l-180_4	graph	empereres (PR)| ampereres (A)| anpereres (C)| enpereres (S)
l-180_5	graph	mentir (BCPRS)| mantir (A)
l-181_1	graph	Biaus (CP)| Biax (AB)| Biauz (R)| Biaux (S)
l-181_2	graph	fix (P)| filz (A)| fils (B)| fiuz (C)| fiz (RS)
l-181_3	semlex:minor:semsim	fait (ACPRS)| dist (B)
l-181_4	graph	fait (PRS)| fet (AC)
l-181_5	graph	laissier (PBC)| lessier (A)| lasser (R)| laisier (S)
l-182_1	semlex:minor:gramm	Quant (CRP)| puis qu' (ASB)
l-182_2	flex	puis qu' (AS)| dusq' (B)
l-182_3	graph	puis qu' (A)| puis que (S)
l-182_5	graph	honor (PBR)| enor (A)| ennor (C)| onor (S)
l-182_6	semlex:major	penser (PCR)| tandre (AB)| torner (S)
l-182_7	graph	tandre (A)| tendre (B)
l-183_1	graph	plaisir (PBRS)| pleisir (A)| plesier (C)
l-184_1	morsynt	En (PBCRA)| E (S)
l-184_2	graph	En (PBCR)| An (A)
l-184_3	graph	poes (PB)| poez (ACRS)
l-184_4	graph	saisir (PBRS)| seisir (A)| sesir (C)
l-185_1	morsynt	plaines (PBRAC)| pleine (S)
l-185_2	graph	plaines (PBR)| plainnes (A)| pleines (C)
l-185_3	graph	.ii. (ABCPR)| does (S)
l-186_1	graph	Mais (PB)| Mes (ACRS)
l-186_3	semlex:major	gardez (PBCRS)| covient (A)
l-186_4	graph	gardes (PB)| gardez (CRS)
l-186_6	semlex:minor:gramm	molt (BCRS)| vos (P)
l-186_7	graph	soies (PB)| soiez (ACRS)
l-187_2	graph	affaities (P)| afaities (B)| affetiez (C)| affaitiez (R)| afeities (AS)
l-188_1	flex	Or (ABCPS)| Ore (R)
l-188_2	graph	est (ACPRS)| gardez (B)
l-188_5	graph	valles (P)| vallez (CS)| vaslez (AR)
l-188_7	graph	haities (PB)| heitiez (AC)| haitiez (RS)
l-189_1	semlex:major	Quant ses peres (ACPRS)| Li valles ot qu'il (B)
l-189_2	morsynt	ses (PAC)| si (R)| son (S)
l-189_3	morsynt	peres (PACR)| pere (S)
l-189_5	graph	promet (PACRS)| pramet (B)
l-190_1	flex	q' (ABCRP)| que (S)
l-190_2	graph	K' (P)| q' (BC)| qu' (A)
l-190_4	morsynt	tresor (BCPRS)| tresors (A)
l-191_1	graph	Et (PABCR)| E (S)
l-191_2	graph	se (PS)| si (ABCR)
l-191_3	flex	li (BCPRS)| l' (A)
l-191_4	graph	li (BCPR)| ly (S)
l-191_5	semlex:major	enorte (PBCR)| mostre (S)| enore (A)
l-191_6	graph	enorte (PBC)| enhorte (R)
l-191_8	graph	commande (PBR)| comande (ACS)
l-192_1	graph	largement (PBCR)| largemant (A)| largiment (S)
l-192_2	flex	doigne (PR)| doint (ABCS)
l-192_3	graph	doigne (P)| doine (R)
l-192_4	graph	et (PABCR)| e (S)
l-192_5	semlex:minor:constrmorph	despende (ABCSR)| espande (P)
l-192_6	graph	despande (AB)| despende (CRS)
l-193_1	graph	se (P)| si (ABCRS)
l-193_2	morsynt	dist (PB)| dit (ACRS)
l-193_3	graph	raison (PBRS)| reison (A)| reson (C)
l-193_4	graph	coi (ABP)| quoi (CR)| quoy (S)
l-194_1	graph	Biaus (PC)| Biax (AB)| Biauz (R)| Biaux (S)
l-194_2	graph	fix (P)| filz (AR)| fils (B)| fiuz (C)| fiz (S)
l-194_3	graph	fait (PBRS)| fet (AC)
l-194_4	semlex:major	ce de me croi (ABCRS)| entent a moi (P)
l-195_1	semlex:minor:gramm	Car (P)| Que (ABCRS)
l-195_2	graph	Largece (P)| largesce (ARS)| largece (BC)
l-195_3	graph	roine (BPR)| reine (AC)| raine (S)
l-196_1	morsynt	totes (PARSC)| trestot (B)
l-196_2	graph	totes (PARS)| toutes (C)
l-196_3	semlex:major	vertuz (ACRSP)| le mont (B)
l-196_4	graph	vertus (P)| vertuz (ACRS)
l-196_5	graph	enlumine (BCPRS)| anlumine (A)
l-197_2	semlex:minor:gramm	Ce (P)| Ne (ABC)
l-197_3	flex	Ne (AC)| N' (B)
l-197_5	graph	grief (PABCR)| gref (S)
l-197_6	semlex:major	prover (PACRS)| nomer (B)
l-197_7	semlex:minor:constrmorph	prover (PACR)| esprover (S)
l-198_1	semlex:minor:gramm	En (PBCRS)| A (A)
l-198_2	semlex:major	leu (CRSPB)| bien (A)
l-198_3	graph	liu (PB)| leu (CRS)
l-198_6	morsynt	porroit (PBCRS)| peut (A)
l-198_9	graph	on (PBS)| en (CR)
l-198_10	semlex:major	trover (PCRSB)| torner (A)
l-198_11	graph	trover (PCRS)| trouver (B)
l-199_1	semlex:minor:gramm	Home (PBCRS)| Ja (A)
l-199_2	flex	Home (PBCR)| Hom (S)
l-199_4	semlex:major	poissanz (ACPRS)| saiges (B)
l-199_5	graph	poissans (P)| puissanz (A)| poissanz (CRS)
l-200_1	semlex:minor:semsim	blames (BCPRS)| honiz (A)
l-200_2	graph	blasmes (P)| blames (BS)| blamez (CR)
l-200_3	semlex:minor:gramm	se (RABCS)| quant (P)
l-200_4	flex	se (ABCS)| s' (R)
l-200_5	morsynt	chiches (ABCPR)| chiche (S)
l-200_6	graph	ciches (P)| chiches (AC)| cices (B)| chices (R)
l-201_1	semlex:minor:gramm	Qui (ABCR)| tot (P)| ne (S)
l-201_2	morsynt	Qui (ACB)| que (R)
l-201_3	graph	Qui (AC)| ki (B)
l-201_7	semlex:minor:gramm	a (ABC)| est (RP)
l-201_9	graph	est (R)| sont (P)
l-201_11	flex	tant (ASRC)| itant (B)
l-201_12	graph	tant (ASR)| tent (C)
l-201_17	semlex:major	d' autre bien (ARBC)| malvaise (S)
l-201_19	flex	d' (AR)| de (B)
l-201_21	morsynt	autre (AR)| autrui (C)
l-201_22	graph	autre (A)| altre (R)
l-201_23	semlex:minor:semsim	bien (ACRSP)| bon (B)
l-201_25	semlex:major	sanz grace (ABCRS)| damace (P)
l-201_27	graph	sans (B)| sanz (ACR)
l-201_28	graph	grace (ABCR)| grasce (S)
l-202_1	morsynt	Que (ABCRS)| qui (P)
l-202_2	graph	Largece (PBCS)| largesce (AR)
l-202_3	morsynt	loër (PABRC)| loez (S)
l-202_4	graph	loër (PABR)| loier (C)
l-203_1	semlex:minor:gramm	Par (PABCR)| Por (S)
l-203_2	semlex:minor:gramm	lui (ABPCR)| ce (S)
l-203_3	morsynt	soi (AB)| lui (PCR)
l-203_4	graph	li (P)| lui (CR)
l-203_5	morsynt	fait (BRSAC)| font (P)
l-203_6	graph	fait (BRS)| fet (AC)
l-203_7	graph	preudome (PC)| prodome (ABRS)
l-203_8	graph	Largece (PBC)| largesce (ARS)
l-204_2	semlex:minor:gramm	Ce (PACR)| Plus (B)
l-204_3	graph	Cou (P)| Ce (ACR)
l-204_4	graph	puet (PABCR)| poit (S)
l-204_5	graph	faire (PBR)| feire (A)| fere (CS)
l-204_7	semlex:major	Hautece (PCAR)| proece (BS)
l-204_8	graph	Hautece (PC)| hautesce (AR)
l-204_9	graph	proece (B)| proesce (S)
l-205_1	graph	Cortoisie (PBCRS)| corteisie (A)
l-205_2	morsynt	Savoirs (PBCR)| savoir (AS)
l-206_2	graph	Gentillece (PBC)| gentillesce (A)| gentilise (R)
l-206_3	morsynt	Avoirs (PBCR)| avoir (A)
l-207_1	graph	Force (PA)| force (BCRS)
l-207_2	graph	Chevalerie (PAC)| cevalerie (B)| chivalerie (R)| chevallerie (S)
l-208_1	semlex:minor:semsim	Hardimens (BCPRS)| proesce (A)
l-208_2	morsynt	Hardimens (PBRS)| hardement (C)
l-208_3	graph	Hardimens (P)| hardemens (B)| hardemenz (R)| ardemenz (S)
l-208_4	graph	Signorie (PB)| Seignorie (ACSR)
l-209_1	semlex:major	Biautez ne nule (ACRBS)| li estuet mie (P)
l-209_2	graph	Biautez (ACR)| biaute (BS)
l-209_3	semlex:major	nule (ACRB)| mille (S)
l-209_4	graph	nule (ACR)| nul (B)
l-210_1	graph	Mais (PBR)| Mes (ACS)
l-210_2	semlex:minor:gramm	tot ausi (ACRSB)| autresi (P)
l-210_3	graph	tot (ACRS)| tot (B)
l-210_4	graph	ausi (ABCR)| ausint (S)
l-210_5	graph	comme (PBR)| come (ACS)
l-210_6	morsynt	la (PACRS)| li (B)
l-211_1	semlex:minor:gramm	que (PAB)| de (CRS)
l-211_2	semlex:minor:gramm	nule (PABCR)| tote (S)
l-211_3	morsynt	autre (PACRB)| autres (S)
l-211_4	graph	autre (PACR)| altre (B)
l-211_5	morsynt	flors (PAS)| flor (BCR)
l-211_6	graph	flor (BR)| fleur (C)
l-211_7	graph	bele (PABCR)| belle (S)
l-212_1	graph	naist (PBC)| neist (A)| nest (RS)
l-212_2	graph	fresce (PB)| fresche (ACRS)
l-212_4	semlex:minor:gramm	et (ACPR)| ne (S)
l-212_5	graph	novele (PABR)| nouvele (C)| novelle (S)
l-213_1	semlex:minor:gramm	Ausi (PCRBS)| ensi (A)
l-213_2	semlex:minor:gramm	Ausi (PCRB)| ausint (S)
l-213_3	graph	Ausi (PCR)| alsi (B)
l-213_4	semlex:minor:gramm	la (PABCR)| i (S)
l-213_5	semlex:minor:gramm	ou (ABCRP)| ai (S)
l-213_6	graph	u (P)| ou (ABCR)
l-213_8	graph	Largece (PBC)| largesce (ARS)
l-213_9	semlex:minor:constrmorph	vient (PBCRS)| avient (A)
l-214_1	semlex:minor:gramm	Desor (ABCPR)| Desus (S)
l-214_2	morsynt	totes (APRC)| tote (BS)
l-214_3	graph	totes (APR)| toutes (C)
l-214_4	morsynt	vertuz (ACRSP)| vertu (B)
l-214_5	graph	vertus (P)| vertuz (ACRS)
l-215_1	graph	Et (PABCR)| E (S)
l-215_2	morsynt	les (PACRS)| la (B)
l-215_3	semlex:major	bontes (ABCPR)| a li autres (S)
l-215_4	morsynt	bontes (PRAC)| bonte (B)
l-215_5	graph	bontes (PR)| bontez (AC)
l-215_6	flex	que (ABCPS)| qu' (R)
l-215_8	graph	trueve (PAC)| troeve (B)| trove (RS)
l-216_1	graph	En (PCRS)| An (A)| E (B)
l-216_3	graph	preudome (CP)| prodome (ABR)| proudome (S)
l-216_4	semlex:minor:gramm	quant (PCR)| qui (ABS)
l-216_5	graph	eprueve (PA)| esprueve (C)| eprove (R)| esprove (S)| esproeve (B)
l-217_1	graph	Fait (PBR)| Fet (ACS)
l-217_2	semlex:major	.v.c. (ABCPR)| vos (S)
l-217_3	graph	doubles (PCR)| dobles (ABS)
l-217_4	semlex:major	monter (PABCR)| motrer (S)
l-218_1	graph	Largece (PBC)| largesce (ARS)
l-219_1	semlex:minor:gramm	n' en (BCPRA)| ne (S)
l-219_2	graph	en (BCPR)| an (A)
l-219_3	graph	diroie (PABCS)| dirroie (R)
l-219_4	graph	moitié (PBCRS)| mitie (A)
l-220_1	morsynt	valles (ABCPS)| vaslet (R)
l-220_2	graph	valles (PB)| vaslez (A)| valez (C)| vallez (S)
l-221_1	flex	quanqu' (PACBS)| quanques (R)
l-221_2	graph	quanqu' (PAC)| qanqu' (B)| quant qu' (S)
l-221_4	semlex:major	rové (PABCR)| a trove (S)
l-222_1	semlex:minor:gramm	Que (PCRS)| Car (AB)
l-222_2	morsynt	peres (PASR)| pere (BC)
l-222_3	graph	peres (PAS)| pieres (R)
l-222_4	semlex:major	trové (PBCR)| rove (A)| done (S)
l-223_1	semlex:minor:gramm	Tot (PABRC)| De (S)
l-223_2	graph	Tot (PABR)| Tout (C)
l-223_3	semlex:minor:gramm	qanque (PBCR)| ce (AS)
l-223_4	flex	quanques (P)| qanque (BR)| quanqu' (C)
l-223_5	graph	qanque (B)| quanque (R)
l-223_7	flex	qu' (A)| que (S)
l-223_10	graph	li (CPRS)| lui (B)
l-223_12	semlex:minor:semsim	fu (PB)| vient (CRA)
l-223_13	graph	vint (A)| vient (CR)
l-223_14	semlex:major	creante (PABSC)| talente (R)
l-223_15	graph	creante (PABS)| craante (C)
l-224_2	graph	empereriz (A)| empereis (B)
l-224_3	semlex:minor:gramm	Molt (ABCRS)| lors (P)
l-224_5	morsynt	fu (PABCS)| est (R)
l-224_8	semlex:major	empeerris (PRC)| empereres (S)
l-224_9	graph	empeerris (P)| empereriz (R)| empererriz (C)
l-224_10	semlex:major	dolante (PABRC)| irez (S)
l-224_11	graph	dolante (PABR)| dolente (C)
l-225_1	graph	oi (PABCR)| oy (S)
l-226_1	graph	U (PB)| Ou (ACRS)
l-226_2	graph	fix (P)| filz (AS)| fils (B)| fiuz (C)| fiz (R)
l-226_4	graph	en (BCPS)| an (A)
l-226_5	graph	aler (PACRS)| ale (B)
l-227_1	graph	Mais (PBS)| Mes (ACR)
l-227_3	graph	k' (P)| qu' (ACR)
l-227_4	semlex:major	en ait (ACRPB)| ennait (S)
l-227_5	graph	en (BPR)| an (AC)
l-227_6	graph	duel (PACS)| dol (BR)
l-227_7	semlex:minor:gramm	et (PRS)| ne (AC)| u (B)
l-227_8	graph	et (PR)| e (S)
l-228_1	semlex:minor:gramm	Ne (PACRS)| U (B)
l-228_2	morsynt	qui (ACBS)| que (PR)
l-228_3	morsynt	que (ACS)| qui (BPR)
l-228_4	morsynt	li (ABCRS)| le (P)
l-228_5	semlex:major	enfance (PACRS)| pesance (B)
l-229_1	semlex:minor:gramm	Ne (PA)| Et (BCRS)
l-229_2	graph	Et (BCR)| E (S)
l-229_3	semlex:minor:gramm	qui que (ACRSP)| conque (B)
l-229_4	morsynt	que (ACRS)| qui (P)
l-229_5	morsynt	le (ABCRS)| li (P)
l-229_6	graph	blasme (PARS)| blame (BC)
l-229_7	semlex:minor:gramm	et (PBCS)| ne (A)| ou (R)
l-229_8	graph	et (PBC)| e (S)
l-229_9	semlex:major	deslot (PBCRS)| lot (A)
l-229_10	semlex:major	deslot (PBCR)| doloit (S)
l-230_1	morsynt	Li (PABCS)| Le (R)
l-230_2	morsynt	valles (PBACS)| vaslet (R)
l-230_3	graph	valles (PB)| vaslez (A)| vallez (CS)
l-230_4	graph	au (PACR)| al (BS)
l-230_5	flex	qu' (ACPR)| que (BS)
l-230_7	graph	pot (PABCR)| post (S)
l-231_1	morsynt	Commanda (PRBC)| commande (AS)
l-231_2	graph	Commanda (PR)| comanda (BC)
l-231_3	graph	commande (A)| comande (S)
l-231_4	graph	nes (PABCR)| nez (S)
l-232_1	semlex:minor:gramm	Car (PABCR)| Que (S)
l-232_2	graph	Car (PABC)| Kar (R)
l-232_3	semlex:minor:gramm	i (PA)| a (BRSC)
l-232_4	morsynt	a (BRS)| ot (C)
l-232_5	semlex:major	veut (PA)| cure (CRSB)
l-232_6	graph	veut (P)| vialt (A)
l-232_7	graph	qure (B)| cure (CRS)
l-233_1	semlex:major	En son païs plus longement (ABCRS)| k'aler ne veut hastivement (P)
l-233_2	semlex:minor:gramm	En (BCRA)| au (S)
l-233_3	graph	En (BCR)| an (A)
l-233_4	graph	longement (BRS)| longuement (AC)
l-234_1	graph	commandement (PBR)| comandemant (A)| comandement (CS)
l-235_1	semlex:major	Furent (PBCRS)| Durent (A)
l-235_2	morsynt	cargies (PRBCA)| chargie (S)
l-235_3	graph	cargies (PB)| chargiees (AC)| chargees (R)
l-235_4	graph	cele (PABRS)| celle (C)
l-236_1	semlex:major	vin (ABCRS)| pain (P)
l-236_2	graph	car (PB)| char (ACRS)
l-236_3	semlex:minor:semsim	bescuit (PABCR)| pain (S)
l-236_4	graph	bescuit (PABC)| besquit (R)
l-237_1	semlex:minor:gramm	Les (PABCR)| Ses (S)
l-237_2	morsynt	cargies (PARS)| cargiee (BC)
l-237_3	graph	cargies (P)| chargiees (A)| chargees (R)| chargies (S)
l-237_4	graph	cargiee (B)| chargiee (C)
l-237_5	graph	au (PACS)| al (BR)
l-238_1	semlex:minor:gramm	Et (PABCR)| A (S)
l-238_2	graph	endemain (BCPRS)| andemain (A)
l-238_3	graph	deport (PABC)| desport (RS)
l-239_1	morsynt	Alixandres (PASB)| Alixandre (CR)
l-239_2	graph	Alixandre (C)| Alisandre (R)
l-239_3	semlex:minor:gramm	el (PABCR)| au (S)
l-240_1	morsynt	Einsanle (PCR)| Avolques (BS)| Et (A)
l-240_2	graph	Einsanle (P)| Ensemble (C)| Ensamble (R)
l-240_3	graph	Avolques (B)| Ouveques (S)
l-240_5	semlex:minor:gramm	o (PR)| avuec (A)
l-240_6	graph	compaignon (PRS)| conpaignon (A)| compagnon (B)| compeignon (C)
l-241_1	morsynt	lie (ABCRP)| lies (S)
l-241_2	graph	liet (P)| lie (ABCR)
l-242_2	flex	li (ABS)| l' (PCR)
l-242_3	morsynt	empereres (ACPRS)| emperere (B)
l-242_5	graph	i (C)| hi (R)
l-243_1	graph	Et (PABCR)| E (S)
l-243_2	graph	empeerris (P)| empereriz (AR)| empereis (B)| empererriz (C)| enpereris (S)
l-243_3	morsynt	qui (CRSPA)| que (B)
l-243_4	graph	cui (PA)| qui (CRS)
l-244_1	semlex:minor:gramm	Au (PACBR)| A (S)
l-244_2	graph	Au (PAC)| Al (BR)
l-244_4	graph	truevent (ACP)| trovent (BR)
l-244_5	graph	les (PB)| lez (ACRS)
l-244_6	morsynt	le (PS)| la (ABCR)
l-244_7	semlex:major	faloise (PABCR)| fosoie (S)
l-245_1	graph	maroniers (PB)| mariniers (ACRS)
l-245_2	graph	dedens (PB)| dedanz (ARS)| dedenz (C)
l-245_3	semlex:minor:gramm	les (PACSR)| lor (B)
l-245_4	morsynt	les (PACS)| la (R)
l-245_5	morsynt	nes (PABCS)| nef (R)
l-245_6	graph	nes (PABC)| nez (S)
l-246_1	semlex:major	La mers (BCPRS)| l'orez (A)
l-246_2	morsynt	La (CPRS)| li (B)
l-246_3	semlex:major	paisible (ABCPR)| bessibles (S)
l-246_4	graph	paisiule (P)| peisible (A)| paisible (BR)| pesible (C)
l-246_5	morsynt	soés (PABCS)| suef (R)
l-246_6	graph	soés (PABC)| soues (S)
l-247_1	graph	vens (PB)| vanz (AS)| venz (CR)
l-247_3	graph	dous (P)| dolz (A)| dols (B)| douz (C)| doz (RS)
l-247_4	semlex:major	airs (PABRS)| tens (C)
l-247_5	graph	airs (PABR)| ers (S)
l-247_6	graph	serains (PABC)| serrains (R)| soreine (S)
l-248_1	morsynt	Alixandres (PA)| Alixandre (BCRS)
l-248_2	morsynt	toz (PARC)| tot (BS)
l-248_3	graph	tos (P)| toz (AR)| touz (C)
l-248_4	graph	premerains (PABCR)| premereins (S)
l-249_1	graph	Quant (PACRS)| Qant (B)
l-249_2	graph	partis (PB)| partiz (ACRS)
l-250_2	graph	Al (BR)| Au (ACS)
l-250_3	semlex:major	de (ABCRS)| prent a (P)
l-250_4	graph	empeerris (P)| empereriz (ACR)| enpereris (S)| empereis (B)
l-251_3	flex	le (ABCPR)| lo (S)
l-251_4	graph	cuer (ABCPR)| quer (S)
l-251_7	graph	dolant (ABS)| dolent (CR)
l-251_8	semlex:minor:gramm	el (PABCR)| a (S)
l-251_9	graph	ventre (PBCRS)| vantre (A)
l-252_1	semlex:minor:gramm	Del (PBCAR)| Au (S)
l-252_2	morsynt	Del (PBC)| De (AR)
